--------- beginning of system
11-09 01:42:12.516  7447 14782 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: com.livegame.wallpapermingche at: Binary XML file line #105
11-09 01:43:23.623  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.microgame.skater requires a permissions review
11-09 01:43:23.623  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.microgame.skater/com.jmedia.listenner.PackageReceiver
11-09 01:43:23.626 12077 12077 I Finsky  : [2] rgv.ajJ(13): DTU: Received onPackageAdded, replacing: false
11-09 01:43:23.627 12077 12295 I Finsky  : [492] kch.a(53): AIM: AppInfoManager-Perf > OnDeviceAppInfo > cacheHitCount=0, cacheMissCount=1. Missed  in cache (limit 10) : [com.lyzt.bt.qipa]
11-09 01:43:23.629 12077 13411 I Finsky  : [677] bb.a(21): Asset module storage cleared for package com.lyzt.bt.qipa.
11-09 01:43:23.634  1460  1693 W WindowMagnificationMgr: requestConnection duplicated request: connect=false, mConnectionState=DISCONNECTED
11-09 01:43:23.637  3379  3379 V MediaPlayerList: mPackageChangedBroadcastReceiver: action: android.intent.action.PACKAGE_CHANGED
11-09 01:43:23.637  3379  3379 D MediaPlayerList: Name of package changed: com.lyzt.bt.qipa
11-09 01:43:23.637  1460  2022 I InputReader: Reconfiguring input devices, changes=KEYBOARD_LAYOUTS | 
11-09 01:43:23.638  1460  1460 I Telecom : DefaultDialerCache: Refreshing default dialer for user 0: now com.google.android.dialer: DDC.oR@B6E
11-09 01:43:23.642  3136  3136 D ControlsListingControllerImpl: ServiceConfig reloaded, count: 0
11-09 01:43:23.643  3164  3318 I PermissionControllerServiceImpl: Updating user sensitive for uid 10329
11-09 01:43:23.651  1460  1829 E VerityUtils: Failed to measure fs-verity, errno 1: /data/app/~~20IXUiym2HshTbw_PN0uZA==/com.lyzt.bt.qipa-J3OLFk8l2vSG9hfEcLDBPA==/base.apk
11-09 01:43:23.659  1460  1693 W PackageManager: Failed registering loading progress callback. Package is fully loaded.
11-09 01:43:23.665 12077 12266 I Finsky  : [478] kch.a(53): AIM: AppInfoManager-Perf > OnDeviceAppInfo > cacheHitCount=0, cacheMissCount=1. Missed  in cache (limit 10) : [com.lyzt.bt.qipa]
11-09 01:43:23.667 12077 12266 I Finsky  : [478] kac.apply(887): AIM: Got app ownership map. App counts: . Unique apps: 0
11-09 01:43:23.676 12077 13406 I Finsky  : [675] pbm.run(216): Wrote row to frosting DB: 800
11-09 01:43:23.679  4155  4155 I AiAiEcho: EchoSearch: AppFetcherImpl is initialized with [164] apps [time=20, reason=com.lyzt.bt.qipa is added]
11-09 01:43:23.680  1460  1693 W WindowMagnificationMgr: requestConnection duplicated request: connect=false, mConnectionState=DISCONNECTED
11-09 01:43:23.688 12077 12275 I Finsky  : [485] kac.apply(887): AIM: Got app ownership map. App counts: . Unique apps: 0
11-09 01:43:23.701 12077 12266 I Finsky  : [478] kce.a(204): AIM: AppInfoManager-Perf > ItemModel > CacheSize=35, cacheHitCount=0, cacheMissCount=0, total appsWithNoServerDataCount=2. Missed  in cache (limit 10) : []
11-09 01:43:23.721 12077 12295 I Finsky  : [492] kce.a(204): AIM: AppInfoManager-Perf > ItemModel > CacheSize=35, cacheHitCount=0, cacheMissCount=0, total appsWithNoServerDataCount=2. Missed  in cache (limit 10) : []
11-09 01:43:23.723  1460  4154 W BackupTransportManager: Package com.lyzt.bt.qipa enabled setting: 0
11-09 01:43:23.729 12077 12077 I Finsky  : [2] abgi.f(9): Clearing split related stale data.
11-09 01:43:23.747 11407 15731 I Auth    : [SupervisedAccountIntentOperation] onHandleIntent(): android.intent.action.PACKAGE_ADDED
11-09 01:43:23.752 11407 15731 I Dck     : (REDACTED) doesDeviceHaveSupportedWirelessCapabilities: wccSysProp:%d, wccMendel:%d, deviceWccOverride:%s
11-09 01:43:23.752 11407 15731 I Dck     : (REDACTED) isDckModuleEligible: isAtLeastR:%s, hasWccSupport:%s, downloadAllowed:%s
11-09 01:43:23.752 11407 15731 W Dck     : Dck module not eligible for asynchronous downloading [CONTEXT service_id=289 ]
11-09 01:43:23.753 11407 17073 I BlockstoreStorage: (REDACTED) Clearing Blockstore Data for package %s
11-09 01:43:23.754 11407 17073 I BlockstoreStorage: Keyless data not found or its IsLastInstallationData = false. [CONTEXT service_id=258 ]
11-09 01:43:23.758  1460  5598 D CompatibilityChangeReporter: Compat change id reported: 161252188; UID 10329; state: DISABLED
11-09 01:43:23.759 11545 17254 I ProximityAuth: [RecentAppsMediator] Package added: (user=UserHandle{0}) com.lyzt.bt.qipa
11-09 01:43:23.759 12077 12077 I Finsky  : [2] ahxh.c(44): Do not start WearSupportService due to Wear service optimization
11-09 01:43:23.760 11545 14298 W GCM     : Unexpected forwarded intent: Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 pkg=com.google.android.gms cmp=com.google.android.gms/.chimera.PersistentIntentOperationService (has extras) }
11-09 01:43:23.761 12077 13445 I Finsky  : [682] kxr.aeJ(109): [ContentSync] finished, scheduled=false
11-09 01:43:23.762 11545 16017 W GCM     : Unexpected forwarded intent: Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 pkg=com.google.android.gms cmp=com.google.android.gms/.chimera.PersistentIntentOperationService (has extras) }
11-09 01:43:23.762 12077 12295 I Finsky  : [492] jhi.accept(156): AIM: AppInfoManager-Perf > getApps > data collection finished
11-09 01:43:23.762 12077 12295 I Finsky  : [492] jnz.run(464): AIM: AppInfoManager-Perf > maybeDestroyAppInfoManager is called. actives = 1
11-09 01:43:23.762 11407 11407 D BoundBrokerSvc: onBind: Intent { act=com.google.android.gms.common.BIND_SHARED_PREFS pkg=com.google.android.gms }
11-09 01:43:23.762 11407 11407 D BoundBrokerSvc: Loading bound service for intent: Intent { act=com.google.android.gms.common.BIND_SHARED_PREFS pkg=com.google.android.gms }
11-09 01:43:23.779 16769 16769 D BinaryAssets: Extracting 'stagefright/stagefrightCheck-pie' from assets to '/data/user/0/com.nowsecure.android.vts/files/stagefrightCheck-pie' ...
11-09 01:43:23.794  3136  3136 D PowerNotificationWarningsGoogleImpl: onReceive: android.intent.action.BATTERY_CHANGED
11-09 01:43:23.795  3439  3439 D QtiCarrierConfigHelper: WARNING, no carrier configs on phone Id: 0
11-09 01:43:23.795  3439  3439 D QtiCarrierConfigHelper: WARNING, no carrier configs on phone Id: 1
11-09 01:43:23.795  1460  1460 I LineageHealth: Current mChargingStopReason: 0
11-09 01:43:23.797  3511  3511 D CarrierSvcBindHelper: onPackageAdded: com.lyzt.bt.qipa
11-09 01:43:23.798  3511  3511 D CarrierSvcBindHelper: No carrier app for: 0
11-09 01:43:23.799  3511  3511 D CarrierSvcBindHelper: No carrier app for: 1
11-09 01:43:23.799  3136  3136 D BatteryInfoBroadcast: onReceive: android.intent.action.BATTERY_CHANGED isPowerSaveMode: false
11-09 01:43:23.799  3136  3136 D BatteryDefenderNotification: isPlugged: true | isOverheated: false | defenderEnabled: false | isCharged: false
11-09 01:43:23.804 11545 14298 I Fitness : (REDACTED) OnPackageChangedOperation got intent: %s
11-09 01:43:23.804  3511  3511 E VvmPkgInstalledRcvr: cannot create TelephonyManager from ComponentInfo{com.android.phone/com.android.services.telephony.TelephonyConnectionService}, E, UserHandle{0}
11-09 01:43:23.816 16769 16769 D StageFright: Is directory: true
11-09 01:43:23.816 11545 14299 I Fitness : (REDACTED) FitCleanupIntentOperation received Intent %s
11-09 01:43:23.817 16769 16769 D VULN_TEST_BROAD_UPDATE: Without new tests detected.
11-09 01:43:23.820  1460  5578 W BroadcastQueue: u0 Receiving a broadcast in packagecom.qiuqiu.dfmc requires a permissions review
11-09 01:43:23.820  1460  5578 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.qiuqiu.dfmc/cn.jpush.android.service.PushReceiver
11-09 01:43:23.821  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.safesys.viruskiller requires a permissions review
11-09 01:43:23.821  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.safesys.viruskiller/.ScanPackageBroadcast
11-09 01:43:23.821  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.uc108.mobile.sdgj.bd1 requires a permissions review
11-09 01:43:23.821  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.uc108.mobile.sdgj.bd1/com.baidu.tiebasdk.service.InstallReceiver
11-09 01:43:23.821  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.voicebianshengjinglingwc.wxl requires a permissions review
11-09 01:43:23.821  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.voicebianshengjinglingwc.wxl/mp.ruu.Ztjjwrj
11-09 01:43:23.821  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.whtd.truntabledx requires a permissions review
11-09 01:43:23.821  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.whtd.truntabledx/com.baidu.appx.app_download.CompleteReceiver
11-09 01:43:23.821  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.whtd.truntabledx requires a permissions review
11-09 01:43:23.821  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.whtd.truntabledx/com.acw.ocp
11-09 01:43:23.821  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.ym.refpackage.Hjzj.baidu requires a permissions review
11-09 01:43:23.821  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.ym.refpackage.Hjzj.baidu/com.ym.refpackage.sjrr.baidu.Receiverbaidu
11-09 01:43:23.821  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.ym.refpackage.Hjzj.baidu requires a permissions review
11-09 01:43:23.821  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.ym.refpackage.Hjzj.baidu/coco.husky.shell.Receiver
11-09 01:43:23.821  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.yoojar.zlsg.baidu requires a permissions review
11-09 01:43:23.821  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.yoojar.zlsg.baidu/com.duoku.platform.download.broadcast.AppMonitorReceiver
11-09 01:43:23.821  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.zcretrodreamer.zcIceCreamJump.zcandroid.free requires a permissions review
11-09 01:43:23.821  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.zcretrodreamer.zcIceCreamJump.zcandroid.free/com.kgandroid.pushad.MainReceiver
11-09 01:43:23.821  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagecom.zcretrodreamer.zcIceCreamJump.zcandroid.free requires a permissions review
11-09 01:43:23.821  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to com.zcretrodreamer.zcIceCreamJump.zcandroid.free/com.kgandroid.kzad.KuzaiReceiver
11-09 01:43:23.821  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packageio.dcloud.H5BC6BF13 requires a permissions review
11-09 01:43:23.821  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to io.dcloud.H5BC6BF13/io.dcloud.common.adapter.io.DownloadReceiver
11-09 01:43:23.821  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagepj.ishuaji requires a permissions review
11-09 01:43:23.821  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to pj.ishuaji/.ApkListener
11-09 01:43:23.821  1460  1694 W BroadcastQueue: u0 Receiving a broadcast in packagepopxxx.t0720.z01.iqiyi requires a permissions review
11-09 01:43:23.821  1460  1694 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_ADDED dat=package: flg=0x4000010 (has extras) } from null (pid=1460, uid=1000) to popxxx.t0720.z01.iqiyi/com.gc.google.controller.BootServiec$Receiver
11-09 01:43:23.831  4155  4344 I AiAiEcho: EchoSearch: WidgetFetcherImpl is initialized with [21] widgets [reason=package added for userId: 0]
11-09 01:43:23.832  4155  4344 W AiAiEcho: SmartspaceNotificationPredictor no parser can handle this notification or notification is invalid
11-09 01:43:23.835 11407 11407 D BoundBrokerSvc: onUnbind: Intent { act=com.google.android.gms.common.BIND_SHARED_PREFS pkg=com.google.android.gms }
11-09 01:43:23.836 12077 12077 I Finsky  : [2] wid.g(1): wid - Received: android.intent.action.PACKAGE_CHANGED, [qfBsQfRjVvkKbdRDKFSs3NVH-egBrLkvqAXfi3JPx74]
11-09 01:43:23.844  7447  7447 E om.eset.ems2.gp: Invalid ID 0x00000000.
11-09 01:43:23.846 12077 13406 I Finsky  : [675] pbm.run(216): Wrote row to frosting DB: 801
11-09 01:43:23.856 12077 12077 I Finsky  : [2] kal.f(9): AIM: AppInfoCacheUpdater -> invalidating apps: [com.lyzt.bt.qipa]
11-09 01:43:23.857 12077 12077 I Finsky  : [2] kbd.g(21): AIM: AppInfoManager-Perf > getApps > called for 1 apps
11-09 01:43:23.863 12077 12275 I Finsky  : [485] kch.a(53): AIM: AppInfoManager-Perf > OnDeviceAppInfo > cacheHitCount=0, cacheMissCount=1. Missed  in cache (limit 10) : [com.lyzt.bt.qipa]
11-09 01:43:23.869 12077 12295 I Finsky  : [492] kac.apply(887): AIM: Got app ownership map. App counts: . Unique apps: 0
11-09 01:43:23.879 11545 11634 W ChimeraUtils: Module com.google.android.gms.nearby_en has empty metadata display_name_string_id
11-09 01:43:23.895  3511  3511 D CarrierSvcBindHelper: onPackageModified: com.lyzt.bt.qipa
11-09 01:43:23.895  7447  7447 E om.eset.ems2.gp: Invalid ID 0x00000000.
11-09 01:43:23.896  3511  3511 D CarrierSvcBindHelper: No carrier app for: 0
11-09 01:43:23.897  3511  3511 D CarrierSvcBindHelper: No carrier app for: 1
11-09 01:43:23.897  3511  3511 D ImsResolver: maybeAddedImsService, packageName: com.lyzt.bt.qipa
11-09 01:43:23.899  1460  5562 W BroadcastQueue: u0 Receiving a broadcast in packagecom.yoojar.zlsg.baidu requires a permissions review
11-09 01:43:23.899  1460  5562 W BroadcastQueue: Skipping delivery: permission review required for Intent { act=android.intent.action.PACKAGE_CHANGED dat=package: flg=0x5000010 (has extras) } from null (pid=1460, uid=1000) to com.yoojar.zlsg.baidu/com.duoku.platform.download.broadcast.AppMonitorReceiver
11-09 01:43:23.869 12077 12295 I Finsky  : [492] kch.a(53): AIM: AppInfoManager-Perf > OnDeviceAppInfo > cacheHitCount=1, cacheMissCount=0. Missed  in cache (limit 10) : []
11-09 01:43:23.904  1460  3605 W AppOps  : setUidMode() called with a mode inconsistent with runtime permission state, this is discouraged and you should revoke the runtime permission instead: uid=10126, switchCode=1, mode=4, permission=android.permission.ACCESS_BACKGROUND_LOCATION
11-09 01:43:23.905 12077 12295 I Finsky  : [492] kac.apply(887): AIM: Got app ownership map. App counts: . Unique apps: 0
11-09 01:43:23.905  3511  3511 D ImsResolver: maybeAddedImsService, packageName: com.lyzt.bt.qipa
11-09 01:43:23.906 12077 13406 I Finsky  : [675] pbm.run(216): Wrote row to frosting DB: 802
11-09 01:43:23.910  4549  4659 I DeviceAppInfoWork: refreshDeviceAppInfoForAccount done.
11-09 01:43:23.910  7447  7447 E om.eset.ems2.gp: Invalid ID 0x00000000.
11-09 01:43:23.912  1460  5562 W AppOps  : setUidMode() called with a mode inconsistent with runtime permission state, this is discouraged and you should revoke the runtime permission instead: uid=10126, switchCode=0, mode=4, permission=android.permission.ACCESS_BACKGROUND_LOCATION
11-09 01:43:23.913 11545 17254 I Fitness : (REDACTED) OnPackageChangedOperation got intent: %s
11-09 01:43:23.919 11545 17254 I Fitness : (REDACTED) FitCleanupIntentOperation received Intent %s
11-09 01:43:23.928 11545 11634 W ChimeraUtils: Module com.google.android.gms.nearby_en has empty metadata display_name_string_id
11-09 01:43:23.936  4549  4797 W DeviceAppInfoWork: missing version info.
11-09 01:43:23.939 12077 12275 I Finsky  : [485] kce.a(204): AIM: AppInfoManager-Perf > ItemModel > CacheSize=35, cacheHitCount=0, cacheMissCount=0, total appsWithNoServerDataCount=2. Missed  in cache (limit 10) : []
11-09 01:43:23.940  4549  4768 W SearchServiceCore: Abort, client detached.
11-09 01:43:23.940  4549  4768 W SearchServiceCore: Abort, client detached.
11-09 01:43:23.940  4549  4768 W SearchServiceCore: Abort, client detached.
11-09 01:43:23.940 12077 12295 I Finsky  : [492] kce.a(204): AIM: AppInfoManager-Perf > ItemModel > CacheSize=35, cacheHitCount=0, cacheMissCount=0, total appsWithNoServerDataCount=2. Missed  in cache (limit 10) : []
11-09 01:43:23.945 12077 12275 I Finsky  : [485] jhi.accept(156): AIM: AppInfoManager-Perf > getApps > data collection finished
11-09 01:43:23.945 12077 12275 I Finsky  : [485] jnz.run(464): AIM: AppInfoManager-Perf > maybeDestroyAppInfoManager is called. actives = 1
11-09 01:43:24.001 11545 11599 W ChimeraUtils: Module com.google.android.gms.nearby_en has empty metadata display_name_string_id
11-09 01:43:24.005 11545 11599 W ChimeraUtils: Module com.google.android.gms.nearby_en has empty metadata display_name_string_id
11-09 01:43:24.053 11407 13330 I Icing   : Indexing com.google.android.gms-apps from com.google.android.gms
11-09 01:43:24.053  4155  4344 W AiAiEcho: SmartspaceNotificationPredictor no parser can handle this notification or notification is invalid
11-09 01:43:24.055  3136  3211 D LocalImageResolver: Couldn't use ImageDecoder for drawable, falling back to non-resized load.
11-09 01:43:24.055 11545 11634 W ChimeraUtils: Module com.google.android.gms.nearby_en has empty metadata display_name_string_id
11-09 01:43:24.057  3136  3211 D LocalImageResolver: Couldn't use ImageDecoder for drawable, falling back to non-resized load.
11-09 01:43:24.057 11545 11634 W ChimeraUtils: Module com.google.android.gms.nearby_en has empty metadata display_name_string_id
11-09 01:43:24.059  1460  2011 I RoleService: Granting default roles...
11-09 01:43:24.090 11407 13330 I Icing   : Indexing done com.google.android.gms-apps
11-09 01:43:24.092 11407 13330 I Icing   : Indexing com.google.android.gms-apps from com.google.android.gms
11-09 01:43:24.093 11407 13330 I Icing   : Indexing done com.google.android.gms-apps
11-09 01:43:24.108  4155  4344 W AiAiEcho: SmartspaceNotificationPredictor no parser can handle this notification or notification is invalid
11-09 01:43:24.117  4155  4344 W AiAiEcho: SmartspaceNotificationPredictor no parser can handle this notification or notification is invalid
11-09 01:43:24.150  3164 13409 W Role    : Cannot get ApplicationInfo for default holder: com.android.settings.intelligence
11-09 01:43:24.159 11407 13330 I Icing   : Indexing com.google.android.gms-apps from com.google.android.gms
11-09 01:43:24.160  3164 13409 W Role    : Default holder doesn't have required signing certificate: com.google.android.apps.work.clouddpc:23962F4B43B9857638EA66F4D419518EAE282491ACDA4B94707BD59003C45E58
11-09 01:43:24.167 11407 11843 I Icing   : Indexing done com.google.android.gms-apps
11-09 01:43:24.196  3164 13409 W Role    : Cannot get ApplicationInfo for default holder: com.google.android.apps.photos
11-09 01:43:24.197  3164 13409 W Role    : Cannot get ApplicationInfo for default holder: com.google.android.odad
11-09 01:43:24.245  1460  5575 W AppOps  : setUidMode() called with a mode inconsistent with runtime permission state, this is discouraged and you should revoke the runtime permission instead: uid=10126, switchCode=0, mode=4, permission=android.permission.ACCESS_BACKGROUND_LOCATION
11-09 01:43:24.247  4549 14335 I A       : (REDACTED) Writing data of size=%d bytes with N=%d keys to Geller corpus %s at ts=%d
11-09 01:43:24.258  4549  4660 I DeviceAppInfoWork: refreshDeviceAppInfoForAccount done.
11-09 01:43:24.273  4549  4820 W DeviceAppInfoWork: missing version info.
11-09 01:43:24.275  4549  4768 W SearchServiceCore: Abort, client detached.
11-09 01:43:24.275  4549  4768 W SearchServiceCore: Abort, client detached.
11-09 01:43:24.334  1460  1572 I system_server: Background concurrent copying GC freed 1146771(49MB) AllocSpace objects, 62(1804KB) LOS objects, 74% free, 33MB/129MB, paused 344us,135us total 750.364ms
11-09 01:43:24.342  1460  1574 W System  : A resource failed to call close. 
11-09 01:43:24.344  1460  1574 W System  : A resource failed to call close. 
11-09 01:43:24.358  1460  5532 W AppOps  : setUidMode() called with a mode inconsistent with runtime permission state, this is discouraged and you should revoke the runtime permission instead: uid=10126, switchCode=1, mode=4, permission=android.permission.ACCESS_BACKGROUND_LOCATION
11-09 01:43:24.361  1460  3561 W AppOps  : setUidMode() called with a mode inconsistent with runtime permission state, this is discouraged and you should revoke the runtime permission instead: uid=10126, switchCode=0, mode=4, permission=android.permission.ACCESS_BACKGROUND_LOCATION
11-09 01:43:24.376  1460  1836 E PackageManager: ERROR: could not load root hash from incremental install
11-09 01:43:24.380 12077 12077 I Finsky  : [2] ahjm.c(71): VerifyApps: Install-time verification requested for package com.sh.aoao.jxgl, id = 138
11-09 01:43:24.381  1460  2032 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.SYSTEM_ALERT_WINDOW in package: com.sh.aoao.jxgl at: Binary XML file line #54
11-09 01:43:24.388 12077 13379 I Finsky  : [670] VerifyAppsInstallTask.akC(63): VerifyApps: Anti-malware verification task started for package=com.sh.aoao.jxgl
11-09 01:43:24.391 12077 13379 I Finsky  : [670] VerifyAppsInstallTask.akC(275): VerifyApps: Skipping verification. Disabled by user setting
11-09 01:43:24.392 12077 13379 I Finsky  : [670] VerifyAppsInstallTask.akC(748): VerifyApps: Skipping anti malware verification (preconditions not met). package=com.sh.aoao.jxgl
11-09 01:43:24.396 12077 13379 E Finsky  : [670] VerifyPerSourceInstallationConsentInstallTask.d(20): Package name null is not an installed package
11-09 01:43:24.397 12077 13379 I Finsky  : [670] VerifyPerSourceInstallationConsentInstallTask.akC(231): PSIC verification started with installer uid: 2000 package name: null, originating uid: -1
11-09 01:43:24.400 12077 13379 I Finsky  : [670] VerifyInstallTask.i(29): VerifyApps: Returning package verification result id=138, result=ALLOW
11-09 01:43:24.401  1460  1836 I PackageManager: Integrity check passed for file:///data/app/vmdl1136001605.tmp
11-09 01:43:24.404 12077 12077 I Finsky  : [2] VerifyInstallTask.akB(58): VerifyApps: Verification complete: id=138, package_name=com.sh.aoao.jxgl
11-09 01:43:24.411  1460  1836 W PackageParsing: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.SYSTEM_ALERT_WINDOW in package: com.sh.aoao.jxgl at: Binary XML file line #54
11-09 01:43:24.422  4549  4659 I DeviceAppInfoWork: refreshDeviceAppInfoForAccount done.
11-09 01:43:24.436  4549  5010 W DeviceAppInfoWork: missing version info.
11-09 01:43:24.438  4549  4768 W SearchServiceCore: Abort, client detached.
11-09 01:43:24.612  1460  1714 E system_server: Cannot read thread CPU times for PID 1460
11-09 01:43:24.717  1460  1460 W Looper  : Slow dispatch took 123ms main h=android.os.Handler c=com.android.server.BatteryService$$ExternalSyntheticLambda5@6497525 m=0
11-09 01:43:24.718  1460  1676 V StorageManagerService: Package null has legacy storage
11-09 01:43:24.718  1460  1676 W Looper  : Slow dispatch took 272ms android.fg h=android.os.Handler c=<recycled PooledLambda@27bf238> m=0
11-09 01:43:24.718  1460  1676 W Looper  : Slow delivery took 272ms android.fg h=android.os.Handler c=<recycled PooledLambda@3df64ab> m=0
11-09 01:43:24.718  1460  1676 W Looper  : Drained
11-09 01:43:24.720  1460  1460 I LineageHealth: Current mChargingStopReason: 0
11-09 01:43:24.721  3439  3439 D QtiCarrierConfigHelper: WARNING, no carrier configs on phone Id: 0
11-09 01:43:24.721  3439  3439 D QtiCarrierConfigHelper: WARNING, no carrier configs on phone Id: 1
11-09 01:43:24.723  4210  4243 I MediaProvider: Invalidating LocalCallingIdentity cache for package com.sh.aoao.jxgl. Reason: op android:read_external_storage
11-09 01:43:24.724  3136  3136 D PowerNotificationWarningsGoogleImpl: onReceive: android.intent.action.BATTERY_CHANGED
11-09 01:43:24.725  3136  3136 D BatteryInfoBroadcast: onReceive: android.intent.action.BATTERY_CHANGED isPowerSaveMode: false
11-09 01:43:24.725  3136  3136 D BatteryDefenderNotification: isPlugged: true | isOverheated: false | defenderEnabled: false | isCharged: false
11-09 01:43:24.726  1460  1836 V BackupManagerService: [UserID:0] restoreAtInstall pkg=com.sh.aoao.jxgl token=8b restoreSet=0
11-09 01:43:24.727  1460  1836 V BackupManagerService: [UserID:0] Finishing install immediately
11-09 01:43:24.729  1460  1836 D PackageInstallerSession: Marking session 1136001605 as applied
11-09 01:43:24.729  1027  2039 E installd: Couldn't opendir /data/app/vmdl1136001605.tmp: No such file or directory
11-09 01:43:24.729  1027  2039 E installd: Failed to delete /data/app/vmdl1136001605.tmp: No such file or directory
11-09 01:43:24.721  1460  1460 W binder:1460_15: type=1400 audit(0.0:5025): avc: denied { getopt } for scontext=u:r:system_server:s0 tcontext=u:r:shell:s0 tclass=unix_stream_socket permissive=0
11-09 01:43:24.721  1460  1460 W binder:1460_15: type=1400 audit(0.0:5026): avc: denied { getopt } for scontext=u:r:system_server:s0 tcontext=u:r:shell:s0 tclass=unix_stream_socket permissive=0
11-09 01:43:24.721  1460  1460 W binder:1460_15: type=1400 audit(0.0:5027): avc: denied { getopt } for scontext=u:r:system_server:s0 tcontext=u:r:shell:s0 tclass=unix_stream_socket permissive=0
11-09 01:43:24.735  1460  1836 D CompatibilityChangeReporter: Compat change id reported: 168419799; UID 10330; state: DISABLED
11-09 01:43:24.735  1460  1836 D CompatibilityChangeReporter: Compat change id reported: 273564678; UID 10330; state: DISABLED
11-09 01:43:24.739  4210  4210 I MediaProvider: Invalidating LocalCallingIdentity cache for package com.sh.aoao.jxgl. Reason: package android.intent.action.PACKAGE_ADDED
11-09 01:43:24.741  1460  2908 D CompatibilityChangeReporter: Compat change id reported: 218533173; UID 10330; state: DISABLED
11-09 01:43:24.743  3379  3379 V MediaPlayerList: mPackageChangedBroadcastReceiver: action: android.intent.action.PACKAGE_ADDED
11-09 01:43:24.743  3379  3379 D MediaPlayerList: Name of package changed: com.sh.aoao.jxgl
11-09 01:43:24.743  1460  1460 I Telecom : DefaultDialerCache: Refreshing default dialer for user 0: now com.google.android.dialer: DDC.oR@B6w
11-09 01:43:24.745  4180  4180 I GsaVoiceInteractionSrv: (REDACTED) O received %s
